userid,dbid,queryid,query,plans,total_plan_time,min_plan_time,max_plan_time,mean_plan_time,stddev_plan_time,calls,total_exec_time,min_exec_time,max_exec_time,mean_exec_time,stddev_exec_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time,wal_records,wal_fpw,wal_bytes
10,16385,2483231754448897328,COPY (SELECT * FROM pg_stat_statements) TO stdout WITH CSV HEADER,2,0.362894,0.17981,0.183084,0.181447,0.0016369999999999996,1,0.07870200000000001,0.07870200000000001,0.07870200000000001,0.07870200000000001,0,9,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,1774179541875190233,"SELECT c_first, c_middle, c_id,
c_street_1, c_street_2, c_city, c_state, c_zip,
c_phone, c_credit, c_credit_lim,
c_discount, c_balance, c_since
FROM customer
WHERE c_w_id = p_c_w_id AND c_d_id = p_c_d_id AND c_last = p_c_last
ORDER BY c_first",9500,1173.6368729999988,0.030686,5.737358,0.12354072347368412,0.1777220861896254,34082272,1956818.3389955785,0.0054399999999999995,5586.2038649999995,0.05741455085492699,2.1703330224341517,30607143,372886933,15824118,1001,10799644,0,0,0,0,0,0,0,0,5616,5,379371
16384,16385,-3592928687585607568,"select payment($1,$2,$3,$4,$5,$6,$7,$8,$9,$10)",56805638,799433.0369838444,0.005867,4.551416,0.014073128392361633,0.004213219659116777,56805638,356562527.32823503,0.122993,73539.470814,6.276886236682402,81.45592921367094,56805638,4408885713,335421060,95279848,231090062,0,0,0,0,0,0,0,0,306254669,14849551,146288089307
10,16385,-8610820246424350903,CREATE EXTENSION IF NOT EXISTS pgstattuple,0,0,0,0,0,0,1,8.018766,8.018766,8.018766,8.018766,0,0,1459,67,38,2,0,0,0,0,0,0,0,0,204,26,157349
10,16385,2731823826012773586,"COPY (SELECT oid, relname, relkind, pg_table_size(oid) AS size, pg_size_pretty(pg_table_size(oid)) AS size_pretty FROM pg_class WHERE relnamespace = (SELECT oid FROM pg_namespace WHERE nspname = $1) AND relkind IN ($2, $3) ORDER BY relname) TO stdout WITH CSV HEADER",1,0.322274,0.322274,0.322274,0.322274,0,1,1.1830429999999998,1.1830429999999998,1.1830429999999998,1.1830429999999998,0,19,445,5,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,-488669712473266042,SELECT nspname AS schema_name FROM pg_catalog.pg_namespace WHERE nspname = $1 OR nspname NOT LIKE $2,27,20.445041,0.47293,1.632198,0.7572237407407406,0.24902533087331177,27,0.292642,0.007435,0.020946,0.010838592592592594,0.0027620940695121197,81,1608,147,0,89,0,0,0,0,0,0,0,0,0,0,0
10,16385,-2301592768550314085,"SELECT i.schemaname AS schema_name, i.indexrelname AS index_name, s.idx_scan, s.idx_tup_read, s.idx_tup_fetch, i.idx_blks_read, i.idx_blks_hit FROM pg_stat_all_indexes s JOIN pg_statio_all_indexes i ON s.indexrelid = i.indexrelid",5,17.238769,2.235438,4.681348,3.4477538,0.9126365889874019,5,58.704858,11.458925,12.040954,11.7409716,0.21740736038653302,825,11371,129,0,85,0,0,0,0,0,0,0,0,0,0,0
16384,16385,4647345005056835118,"SELECT c_discount, c_last, c_credit, w_tax
                                                     FROM customer, warehouse
WHERE warehouse.w_id = no_w_id AND customer.c_w_id = no_w_id AND
customer.c_d_id = no_d_id AND customer.c_id = no_c_id",202436,333306.31217899406,0.049632,1716.898903,1.646477465366841,50.81222474578341,56821665,63742581.86281556,0.010353999999999999,77666.41282,1.1218006699172025,30.898724685262827,56821665,775387283,48648225,9446248,33334577,0,0,0,0,0,0,0,0,9418357,428678,3391642716
10,16385,7889668247544608713,REVOKE EXECUTE ON FUNCTION pgstatindex(text) FROM PUBLIC,0,0,0,0,0,0,1,0.024843,0.024843,0.024843,0.024843,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,282
16384,16385,-5707953351340397470,select max(d_id) from district,500,103.32582800000002,0.119333,0.806024,0.20665165600000002,0.06464986347334128,500,11518.993781000005,1.879902,238.506089,23.037987562000005,39.20863487227307,500,4351554,143,0,96,0,0,0,0,0,0,0,0,11027,0,837134
16384,16385,-7268335110536120058,"UPDATE customer
SET c_balance = p_c_balance, c_data = p_c_new_data
WHERE c_w_id = p_c_w_id AND c_d_id = p_c_d_id AND
c_id = p_c_id",9500,585.0275039999999,0.024691,3.079378,0.06158184252631582,0.09103190601026641,26638080,1876913.4423360666,0.008402,28548.171158999998,0.07045978697922979,16.97762717490621,26638080,202369994,3023804,21727589,2551157,0,0,0,0,0,0,0,0,36905911,5690782,56777659742
16384,16385,-6386586797721848432,"INSERT INTO order_line (ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info)
VALUES (o_id, no_d_id, no_w_id, loop_counter, no_ol_i_id, no_ol_supply_w_id, no_ol_quantity, no_ol_amount, no_ol_dist_info)",4500,59.140077000000105,0.006064,0.053639,0.01314223933333332,0.003874629862673281,568231532,32941350.420711227,0.003416,11273.715661,0.05797170442948347,7.29493366670295,568231532,2946660834,2181448,12000693,17323624,0,0,0,0,0,0,0,0,1138668520,122777,109942662411
10,13434,-4488053959279494118,SHOW log_checkpoints,0,0,0,0,0,0,4,0.005103,0.000697,0.002241,0.00127575,0.0006213362113220184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,4015263893982194903,"SELECT n.nspname AS schema_name, c.relname AS table_name, age(c.relfrozenxid) AS frozenxid FROM pg_class c, pg_namespace n WHERE c.relnamespace = n.oid AND c.relkind IN ($1, $2)",1,1.35282,1.35282,1.35282,1.35282,0,1,0.27967200000000003,0.27967200000000003,0.27967200000000003,0.27967200000000003,0,66,152,7,0,7,0,0,0,0,0,0,0,0,0,0,0
10,13434,-2301592768550314085,"SELECT i.schemaname AS schema_name, i.indexrelname AS index_name, s.idx_scan, s.idx_tup_read, s.idx_tup_fetch, i.idx_blks_read, i.idx_blks_hit FROM pg_stat_all_indexes s JOIN pg_statio_all_indexes i ON s.indexrelid = i.indexrelid",5,16.932704,2.332938,3.786385,3.3865408,0.561702689791459,5,3390.717211,11.38077,3343.904694,678.1434422,1332.8806371175772,770,10684,51,0,34,0,0,0,0,0,0,0,0,0,0,0
10,16385,-9141043935656865573,"CREATE FUNCTION pgstatindex(IN relname regclass,
    OUT version INT,
    OUT tree_level INT,
    OUT index_size BIGINT,
    OUT root_block_no BIGINT,
    OUT internal_pages BIGINT,
    OUT leaf_pages BIGINT,
    OUT empty_pages BIGINT,
    OUT deleted_pages BIGINT,
    OUT avg_leaf_density FLOAT8,
    OUT leaf_fragmentation FLOAT8)
AS '$libdir/pgstattuple', 'pgstatindexbyid'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.080059,0.080059,0.080059,0.080059,0,0,71,1,2,0,0,0,0,0,0,0,0,0,9,1,6209
10,13434,5865985389885833514,"SELECT datname AS database_name, spcname AS tablespace_name, pg_database_size(a.oid) / $1 AS database_size_mb FROM pg_catalog.pg_database a, pg_catalog.pg_tablespace b WHERE a.dattablespace = b.oid",4,5.27805,0.975638,1.623248,1.3195125,0.24700855267125874,4,10.463284999999999,2.518097,2.743671,2.6158212499999998,0.08116573962077528,16,416,60,0,47,0,0,0,0,0,0,0,0,0,0,0
10,13434,-4003747027356519124,"SELECT
	schemaname AS schema_name, tablename AS table_name,
	sml.relpages AS estimated_pages, target_pages,
	ROUND(CASE WHEN target_pages = $1 THEN $2
			   ELSE sml.relpages/target_pages::numeric END,$3)
		AS estimated_bloat_multiple,
	CASE WHEN relpages < target_pages
		 THEN $4 ELSE relpages::bigint - target_pages END
		AS estimated_pages_wasted,
	estimated_bytes_per_tuple
FROM (
	SELECT
		schemaname, tablename, cc.relpages, block_size,
		CEIL(cc.reltuples::float /
			CASE WHEN (block_size-page_header) / estimated_bytes_per_tuple = $5
				 THEN $6
				 ELSE ((block_size - page_header) / estimated_bytes_per_tuple)
				 END) AS target_pages,
		estimated_bytes_per_tuple
	 FROM (
		SELECT
			max_align, block_size, schemaname, tablename, page_header,
			(datawidth + max_align
				- CASE WHEN datawidth % max_align = $7 THEN max_align
						ELSE datawidth % max_align END
				+ tuple_header + max_align
				- CASE WHEN tuple_header % max_align = $8 THEN max_align
						ELSE tuple_header % max_align END
				+ (max_null_frac * (null_bitmap_size + max_align -
					    CASE WHEN null_bitmap_size % max_align = $9
					    THEN max_align
					    ELSE null_bitmap_size % max_align END))
				+ item_ptr)::bigint
				AS estimated_bytes_per_tuple
		FROM (
			SELECT
				schemaname, tablename, tuple_header, page_header, item_ptr,
				max_align, block_size,
				CEIL(SUM(($10 - null_frac) * avg_width))::bigint AS datawidth,
				MAX(null_frac) AS max_null_frac,
				(
					SELECT COALESCE(count(*)/$11, $12)
					FROM pg_stats s2
					WHERE null_frac <> $13 AND s2.schemaname = s.schemaname AND
						s2.tablename = s.tablename
				) AS null_bitmap_size
			FROM pg_stats s, (
		       SELECT
		         current_setting($14)::integer AS block_size,
		         CASE WHEN substring(v,$15,$16) IN ($17,$18,$19)
					  THEN $20 ELSE $21 END AS tuple_header,
		         CASE WHEN substring(v,$22,$23) IN ($24,$25,$26)
					  THEN $27 ELSE $28 END::integer AS page_header,
		         $29 AS max_align,
				 $30 AS item_ptr
		       FROM (SELECT (string_to_array(version(), $31))[$32] AS v) AS foo
			) AS constants
			GROUP BY 1,2,3,4,5,6,7
		) AS foo
	) AS rs
	JOIN pg_class cc ON cc.relname = rs.tablename AND cc.relkind != $33
	JOIN pg_namespace nn ON cc.relnamespace = nn.oid
		AND nn.nspname = rs.schemaname
) AS sml",4,15.732806,3.093059,4.570471,3.9332015,0.5474848173737336,4,22.342046,4.650507,6.5552850000000005,5.585511500000001,0.7110143754954961,156,10531,344,0,188,0,0,0,0,0,0,0,0,0,0,0
10,13434,-5547292198708549587,SHOW log_statement,0,0,0,0,0,0,4,0.0049689999999999995,0.000755,0.002544,0.0012422499999999999,0.0007524215490667448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,2460069367054819859,"SELECT blocked_activity.pid                     AS blocked_pid,
		blocked_activity.usename                 AS blocked_user,
		blocked.mode                             AS locktype,
		blocking_activity.pid                    AS blocking_pid,
		blocking_activity.usename                AS blocking_user,
		blocking_activity.datname                AS database_name,
		now() - blocking_activity.query_start    AS blocking_duration,
		now() - blocked_activity.query_start     AS blocked_duration,
		blocking_activity.query_start            AS blocking_query_start,
		blocked_activity.query_start             AS blocked_query_start,
		blocked_activity.query                   AS blocked_statement,
		blocking_activity.query                  AS current_statement_in_blocking_process,
		blocked_activity.application_name        AS blocked_application,
		blocking_activity.application_name       AS blocking_application
	FROM pg_catalog.pg_stat_activity AS blocked_activity
	JOIN pg_catalog.pg_stat_activity AS blocking_activity ON blocking_activity.pid = ANY (pg_blocking_pids(blocked_activity.pid))
	JOIN pg_catalog.pg_locks AS blocked ON blocked.pid = blocked_activity.pid
	WHERE NOT blocked.granted",27,51.296043999999995,0.886824,5.569062,1.8998534814814814,0.8737482960498565,27,12838.435227999998,1.329803,1224.331023,475.4976010370371,229.9605604995197,78,3009,573,0,385,0,0,0,0,0,0,0,0,0,0,0
10,16385,-1053197692998249427,REVOKE EXECUTE ON FUNCTION pgstattuple(regclass) FROM PUBLIC,0,0,0,0,0,0,1,0.047326,0.047326,0.047326,0.047326,0,0,19,0,4,1,0,0,0,0,0,0,0,0,3,0,282
10,16385,8799823651062408582,"SELECT c.relname AS index_name, r.relname AS table_name, i.indkey AS ind_keys FROM pg_catalog.pg_class c, pg_catalog.pg_namespace n, pg_catalog.pg_index i, pg_catalog.pg_class r WHERE c.relkind = $2 AND c.relnamespace = n.oid AND n.nspname = $1 AND c.oid = i.indexrelid AND r.oid = i.indrelid",80,157.38206999999994,0.747363,11.588556,1.9672758749999997,1.242404012535459,80,50.68936799999999,0.135063,5.377504,0.6336171,0.6516815365915049,3392,29476,1884,0,1307,0,0,0,0,0,0,0,0,0,0,0
10,13434,-1849589757827694553,SHOW syslog_ident,0,0,0,0,0,0,4,0.008361,0.001837,0.002533,0.00209025,0.0002846149811587578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-6740686666836344412,SELECT ( byname = $7 ),500,2.4203590000000004,0.003286,0.014821,0.004840718000000001,0.0012792494168362939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,5970227849610441265,"COPY (SELECT oid, datname, pg_database_size(oid) AS size, pg_size_pretty(pg_database_size(oid)) AS size_pretty FROM pg_database ORDER BY datname) TO stdout WITH CSV HEADER",1,0.198268,0.198268,0.198268,0.198268,0,1,3.83323,3.83323,3.83323,3.83323,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-196737283078650593,SELECT no_s_dist_06,500,2.6451920000000007,0.001529,0.017178,0.0052903839999999995,0.0022165325760168737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-5133820801638620109,"CREATE OR REPLACE FUNCTION pg_relpages(IN relname text)
RETURNS BIGINT
AS '$libdir/pgstattuple', 'pg_relpages_v1_5'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.049771,0.049771,0.049771,0.049771,0,0,39,0,0,0,0,0,0,0,0,0,0,0,8,0,792
16384,16385,-2367397867070468686,SELECT no_s_dist_01,500,2.8746560000000003,0.00154,0.025306,0.005749312000000003,0.002096736615470812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-1368367109486112334,"COPY (SELECT oid, datname, pg_database_size(oid) AS size, pg_size_pretty(pg_database_size(oid)) AS size_pretty FROM pg_database ORDER BY datname) TO stdout WITH CSV HEADER",0,0,0,0,0,0,1,4.564214,4.564214,4.564214,4.564214,0,4,165,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,5871932529255942364,"/* New stuff in 1.2 begins here */

CREATE FUNCTION pgstattuple(IN reloid regclass,
    OUT table_len BIGINT,		-- physical table length in bytes
    OUT tuple_count BIGINT,		-- number of live tuples
    OUT tuple_len BIGINT,		-- total tuples length in bytes
    OUT tuple_percent FLOAT8,		-- live tuples in %
    OUT dead_tuple_count BIGINT,	-- number of dead tuples
    OUT dead_tuple_len BIGINT,		-- total dead tuples length in bytes
    OUT dead_tuple_percent FLOAT8,	-- dead tuples in %
    OUT free_space BIGINT,		-- free space in bytes
    OUT free_percent FLOAT8)		-- free space in %
AS '$libdir/pgstattuple', 'pgstattuplebyid'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.063666,0.063666,0.063666,0.063666,0,0,66,0,0,0,0,0,0,0,0,0,0,0,9,0,1147
16384,16385,958499105865083293,"UPDATE district SET d_ytd = d_ytd + p_h_amount
WHERE d_w_id = p_w_id AND d_id = p_d_id",211192,21799.546387000188,0.018135,14.354459,0.10322145908462556,0.2269389169770689,56805638,38512188.28939187,0.0065969999999999996,73525.201682,0.677964188860812,38.44505700493146,56805638,1004358211,320091,322793,259887,0,0,0,0,0,0,0,0,65764703,96861,5129541287
10,13434,1310191425066152134,SHOW log_hostname,0,0,0,0,0,0,4,0.004227,0.000601,0.001702,0.00105675,0.00045941777011778725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-7499807972956520069,SELECT $1,4500,19.253416000000044,0.001384,0.04537,0.004278536888888887,0.002368953165470934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-1353683458296545442,SELECT ( no_s_quantity - no_ol_quantity + $23 ),500,3.0319290000000008,0.002624,0.025687,0.006063857999999994,0.002004341287764137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,7054345385559351093,"SELECT COALESCE(d1.datname, $1) AS database_name, d1.numbackends, (
        SELECT COALESCE(count(query)::bigint, $2::bigint)
        FROM pg_catalog.pg_stat_activity
        WHERE datname = d1.datname AND state = $3
    ) AS idle_backends,
    d1.xact_commit, d1.xact_rollback, d1.blks_hit,
    $4::bigint AS blks_icache_hit, d1.blks_read, d1.tup_returned,
    d1.tup_fetched, d1.tup_inserted, d1.tup_updated, d1.tup_deleted
FROM pg_catalog.pg_stat_database d1",4,5.716347,1.096932,1.767804,1.42908675,0.23994163450657635,4,51.882830999999996,12.095626,14.428411,12.970707749999999,0.8750857669541244,20,1842,96,0,68,0,0,0,0,0,0,0,0,0,0,0
10,13434,6321497457064599433,SHOW logging_collector,0,0,0,0,0,0,4,0.008747,0.000937,0.00369,0.00218675,0.0010534620009758301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-881659611999927945,"/* New stuff in 1.2 begins here */

CREATE OR REPLACE FUNCTION pgstattuple(IN reloid regclass,
    OUT table_len BIGINT,		-- physical table length in bytes
    OUT tuple_count BIGINT,		-- number of live tuples
    OUT tuple_len BIGINT,		-- total tuples length in bytes
    OUT tuple_percent FLOAT8,		-- live tuples in %
    OUT dead_tuple_count BIGINT,	-- number of dead tuples
    OUT dead_tuple_len BIGINT,		-- total dead tuples length in bytes
    OUT dead_tuple_percent FLOAT8,	-- dead tuples in %
    OUT free_space BIGINT,		-- free space in bytes
    OUT free_percent FLOAT8)		-- free space in %
AS '$libdir/pgstattuple', 'pgstattuplebyid_v1_5'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.070838,0.070838,0.070838,0.070838,0,0,63,0,0,0,0,0,0,0,0,0,0,0,8,0,1055
10,13434,-7783066797120905754,"SELECT c.relname AS table_name, array_length(array_agg(i.indexrelid), $2) > $3 AS has_primary_key                                                                                                                    FROM
    (SELECT oid AS coid, * FROM pg_catalog.pg_class c WHERE relkind IN ($4, $5)) c
    JOIN pg_catalog.pg_namespace n ON (c.relnamespace = n.oid AND n.nspname = $1)
    LEFT JOIN pg_catalog.pg_index i ON (i.indexrelid = c.coid AND i.indisprimary)
GROUP BY c.relname",81,107.177398,0.562449,3.200296,1.3231777530864197,0.40964002907775976,81,31.63480899999999,0.141836,1.660866,0.3905531975308642,0.20273218770721524,1782,15813,792,0,527,0,0,0,0,0,0,0,0,0,0,0
16384,16385,3571735744658233532,SELECT ( p_c_balance + p_h_amount ),500,2.5855980000000014,0.002654,0.024273,0.005171195999999994,0.0016970907888454291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,2650940218892349018,SHOW debug_print_parse,0,0,0,0,0,0,4,0.0062439999999999996,0.001346,0.001827,0.0015609999999999999,0.00018716436626665877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-6209476769686484145,"/* New stuff in 1.3 begins here */

CREATE FUNCTION pgstattuple_approx(IN reloid regclass,
    OUT table_len BIGINT,               -- physical table length in bytes
    OUT scanned_percent FLOAT8,         -- what percentage of the table's pages was scanned
    OUT approx_tuple_count BIGINT,      -- estimated number of live tuples
    OUT approx_tuple_len BIGINT,        -- estimated total length in bytes of live tuples
    OUT approx_tuple_percent FLOAT8,    -- live tuples in % (based on estimate)
    OUT dead_tuple_count BIGINT,        -- exact number of dead tuples
    OUT dead_tuple_len BIGINT,          -- exact total length in bytes of dead tuples
    OUT dead_tuple_percent FLOAT8,      -- dead tuples in % (based on estimate)
    OUT approx_free_space BIGINT,       -- estimated free space in bytes
    OUT approx_free_percent FLOAT8)     -- free space in % (based on estimate)
AS '$libdir/pgstattuple', 'pgstattuple_approx'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.0794,0.0794,0.0794,0.0794,0,0,71,1,1,0,0,0,0,0,0,0,0,0,9,1,8686
16384,16385,-7018362654235731336,SELECT ( no_s_quantity > no_ol_quantity ),500,2.9368340000000006,0.003917,0.015356,0.005873668000000006,0.0013083836156785197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-9106152479881144628,"SELECT count(c_id)              FROM customer
WHERE c_last = os_c_last AND c_d_id = os_d_id AND c_w_id = os_w_id",9500,726.162969000001,0.039968,2.627413,0.0764382072631584,0.07391358728212638,3406239,21858534.351804554,0.010579,73054.19901099999,6.417205120311212,87.0420259051834,3406239,36362975,29007171,4531624,19832625,0,0,0,0,0,0,0,0,4451776,141284,1202808726
10,13434,2240771736783646596,"SELECT usename, usesuper, valuntil, useconfig, now() as capture_time FROM pg_catalog.pg_user",5,9.354054999999999,0.634299,3.571372,1.870811,0.9823905014656851,5,0.142756,0.022896,0.03778,0.028551200000000002,0.0051124005085673805,10,411,99,0,75,0,0,0,0,0,0,0,0,0,0,0
16384,16385,4842004878853658664,"SELECT (p_c_id || $44 || p_c_d_id || $45 || p_c_w_id || $46 || p_d_id || $47 || p_w_id || $48 || TO_CHAR(p_h_amount,$49) || TO_CHAR(tstamp,$50) || h_data)",500,43.67879000000002,0.055714,0.143419,0.08735758000000003,0.020509995188970648,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-1711704223284072097,SELECT no_d_id = $4,5000,17.217605000000006,0.001623,0.032429,0.003443520999999999,0.002149669473002532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,8345316389165515971,SELECT * FROM pg_catalog.pg_rewrite WHERE ev_class = $1 AND rulename = $2,351,36.311697000000024,0.01729,1.49522,0.10345212820512821,0.16102002698310186,3483,31.78457600000001,0.0020889999999999997,0.866817,0.009125631926500146,0.02444979886397219,3483,9821,709,0,443,0,0,0,0,0,0,0,0,1,0,60
10,13434,-7347945839537037552,"SELECT s.schemaname as schema_name, s.relname as table_name, s.seq_scan, s.seq_tup_read, s.idx_scan, s.idx_tup_fetch, s.n_tup_ins, s.n_tup_upd, s.n_tup_del, s.n_tup_hot_upd, s.n_live_tup, s.n_dead_tup, s.last_vacuum, s.last_autovacuum, s.last_analyze, s.last_autoanalyze, i.heap_blks_read, i.heap_blks_hit, i.idx_blks_read, i.idx_blks_hit, i.toast_blks_read, i.toast_blks_hit, c.relpages AS analyze_pages, c.reltuples AS analyze_tuples, now() AS capture_time FROM pg_stat_all_tables s JOIN pg_statio_all_tables i ON s.relid = i.relid JOIN pg_class c ON s.relid = c.oid WHERE c.relkind != $1",4,12.752886,2.359197,3.832637,3.1882215,0.5296191369321449,4,10118.814991,11.957628,10082.512557,2529.70374775,4360.616200787191,416,1295,113,0,78,0,0,0,0,0,0,0,0,0,0,0
10,13434,-1337699404560516801,SELECT nspname FROM pg_namespace nsp JOIN pg_proc pro ON pronamespace=nsp.oid WHERE proname = $1,27,42.74036299999999,1.00406,2.272967,1.5829764074074075,0.3617135878455402,27,3.8904220000000005,0.05949,0.431377,0.14408970370370372,0.10772661779771253,0,3570,210,0,128,0,0,0,0,0,0,0,0,0,0,0
