userid,dbid,queryid,query,plans,total_plan_time,min_plan_time,max_plan_time,mean_plan_time,stddev_plan_time,calls,total_exec_time,min_exec_time,max_exec_time,mean_exec_time,stddev_exec_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time,wal_records,wal_fpw,wal_bytes
10,13434,-488669712473266042,SELECT nspname AS schema_name FROM pg_catalog.pg_namespace WHERE nspname = $1 OR nspname NOT LIKE $2,27,30.365793000000004,0.488926,6.166372,1.1246589999999996,1.0350555414991738,27,0.308527,0.008608,0.01583,0.011426925925925924,0.0018682439749852233,81,1476,279,0,177,0,0,0,0,0,0,0,0,0,0,0
10,16385,-2301592768550314085,"SELECT i.schemaname AS schema_name, i.indexrelname AS index_name, s.idx_scan, s.idx_tup_read, s.idx_tup_fetch, i.idx_blks_read, i.idx_blks_hit FROM pg_stat_all_indexes s JOIN pg_statio_all_indexes i ON s.indexrelid = i.indexrelid",5,16.457326000000002,2.246109,4.064086,3.2914652,0.6352823630863363,5,19161.400417000004,2.263691,10076.086716000002,3832.2800834,4694.022853902521,825,11422,78,0,54,0,0,0,0,0,0,0,0,0,0,0
16384,16385,4647345005056835118,"SELECT c_discount, c_last, c_credit, w_tax
                                                     FROM customer, warehouse
WHERE warehouse.w_id = no_w_id AND customer.c_w_id = no_w_id AND
customer.c_d_id = no_d_id AND customer.c_id = no_c_id",149606,18783.131638000257,0.051275,9.675964,0.12555065731320794,0.14762610631753983,50963750,68141188.37378244,0.010579,59377.947069,1.3370520884708976,37.59365987279597,50963750,1035981805,47937240,8462532,31915418,0,0,0,0,0,0,0,0,7487101,418350,3100924336
10,16385,7889668247544608713,REVOKE EXECUTE ON FUNCTION pgstatindex(text) FROM PUBLIC,0,0,0,0,0,0,1,0.022921,0.022921,0.022921,0.022921,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,282
16384,16385,-5707953351340397470,select max(d_id) from district,500,92.17466999999999,0.111694,0.673397,0.18434934000000014,0.05245003456147952,500,6878.172283999994,1.849331,293.473044,13.756344568000005,15.502939600458367,500,712688,167,0,3,0,0,0,0,0,0,0,0,12259,0,933676
16384,16385,-7268335110536120058,"UPDATE customer
SET c_balance = p_c_balance, c_data = p_c_new_data
WHERE c_w_id = p_c_w_id AND c_d_id = p_c_d_id AND
c_id = p_c_id",8000,486.26197899999977,0.025837,2.586133,0.06078274737500008,0.08425773369829649,23916139,1233772.2146618145,0.008362999999999999,19378.298781,0.051587432848673904,4.14334276989096,23916139,194571564,3451740,20607998,2849396,0,0,0,0,0,0,0,0,35759646,5684855,55120067471
16384,16385,-6386586797721848432,"INSERT INTO order_line (ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info)
VALUES (o_id, no_d_id, no_w_id, loop_counter, no_ol_i_id, no_ol_supply_w_id, no_ol_quantity, no_ol_amount, no_ol_dist_info)",5000,65.94421700000005,0.006446,0.098127,0.013188843399999971,0.003943781526970842,509636036,29009171.613825765,0.002957,15327.793479,0.056921350855313024,10.529993626879646,509636036,2649979360,1952854,11091983,15606296,0,0,0,0,0,0,0,0,1021250174,121989,98663692675
10,13434,-4488053959279494118,SHOW log_checkpoints,0,0,0,0,0,0,4,0.004266,0.000675,0.001606,0.0010665,0.00040252484395376145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,-2301592768550314085,"SELECT i.schemaname AS schema_name, i.indexrelname AS index_name, s.idx_scan, s.idx_tup_read, s.idx_tup_fetch, i.idx_blks_read, i.idx_blks_hit FROM pg_stat_all_indexes s JOIN pg_statio_all_indexes i ON s.indexrelid = i.indexrelid",5,16.13654,2.324815,3.649567,3.227308,0.46888505415378734,5,702.790214,11.405611,656.1003949999999,140.55804279999995,257.7712162347548,770,10701,34,0,24,0,0,0,0,0,0,0,0,0,0,0
10,16385,-9141043935656865573,"CREATE FUNCTION pgstatindex(IN relname regclass,
    OUT version INT,
    OUT tree_level INT,
    OUT index_size BIGINT,
    OUT root_block_no BIGINT,
    OUT internal_pages BIGINT,
    OUT leaf_pages BIGINT,
    OUT empty_pages BIGINT,
    OUT deleted_pages BIGINT,
    OUT avg_leaf_density FLOAT8,
    OUT leaf_fragmentation FLOAT8)
AS '$libdir/pgstattuple', 'pgstatindexbyid'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,10.972794,10.972794,10.972794,10.972794,0,0,71,1,2,0,0,0,0,0,0,0,0,0,9,1,6209
10,13434,5865985389885833514,"SELECT datname AS database_name, spcname AS tablespace_name, pg_database_size(a.oid) / $1 AS database_size_mb FROM pg_catalog.pg_database a, pg_catalog.pg_tablespace b WHERE a.dattablespace = b.oid",4,4.6342479999999995,0.65564,1.649765,1.1585619999999999,0.35382751974585014,4,9.948015000000002,2.278816,2.695444,2.4870037500000004,0.1530139644221647,16,444,32,0,18,0,0,0,0,0,0,0,0,0,0,0
10,13434,-4003747027356519124,"SELECT
	schemaname AS schema_name, tablename AS table_name,
	sml.relpages AS estimated_pages, target_pages,
	ROUND(CASE WHEN target_pages = $1 THEN $2
			   ELSE sml.relpages/target_pages::numeric END,$3)
		AS estimated_bloat_multiple,
	CASE WHEN relpages < target_pages
		 THEN $4 ELSE relpages::bigint - target_pages END
		AS estimated_pages_wasted,
	estimated_bytes_per_tuple
FROM (
	SELECT
		schemaname, tablename, cc.relpages, block_size,
		CEIL(cc.reltuples::float /
			CASE WHEN (block_size-page_header) / estimated_bytes_per_tuple = $5
				 THEN $6
				 ELSE ((block_size - page_header) / estimated_bytes_per_tuple)
				 END) AS target_pages,
		estimated_bytes_per_tuple
	 FROM (
		SELECT
			max_align, block_size, schemaname, tablename, page_header,
			(datawidth + max_align
				- CASE WHEN datawidth % max_align = $7 THEN max_align
						ELSE datawidth % max_align END
				+ tuple_header + max_align
				- CASE WHEN tuple_header % max_align = $8 THEN max_align
						ELSE tuple_header % max_align END
				+ (max_null_frac * (null_bitmap_size + max_align -
					    CASE WHEN null_bitmap_size % max_align = $9
					    THEN max_align
					    ELSE null_bitmap_size % max_align END))
				+ item_ptr)::bigint
				AS estimated_bytes_per_tuple
		FROM (
			SELECT
				schemaname, tablename, tuple_header, page_header, item_ptr,
				max_align, block_size,
				CEIL(SUM(($10 - null_frac) * avg_width))::bigint AS datawidth,
				MAX(null_frac) AS max_null_frac,
				(
					SELECT COALESCE(count(*)/$11, $12)
					FROM pg_stats s2
					WHERE null_frac <> $13 AND s2.schemaname = s.schemaname AND
						s2.tablename = s.tablename
				) AS null_bitmap_size
			FROM pg_stats s, (
		       SELECT
		         current_setting($14)::integer AS block_size,
		         CASE WHEN substring(v,$15,$16) IN ($17,$18,$19)
					  THEN $20 ELSE $21 END AS tuple_header,
		         CASE WHEN substring(v,$22,$23) IN ($24,$25,$26)
					  THEN $27 ELSE $28 END::integer AS page_header,
		         $29 AS max_align,
				 $30 AS item_ptr
		       FROM (SELECT (string_to_array(version(), $31))[$32] AS v) AS foo
			) AS constants
			GROUP BY 1,2,3,4,5,6,7
		) AS foo
	) AS rs
	JOIN pg_class cc ON cc.relname = rs.tablename AND cc.relkind != $33
	JOIN pg_namespace nn ON cc.relnamespace = nn.oid
		AND nn.nspname = rs.schemaname
) AS sml",4,16.224558000000002,3.94404,4.20735,4.0561395,0.09912789200447038,4,25.218444,5.469543000000001,6.699122,6.304611,0.49118181648499554,156,9552,320,0,227,0,0,0,0,0,0,0,0,0,0,0
10,13434,-5547292198708549587,SHOW log_statement,0,0,0,0,0,0,4,0.004066,0.000763,0.001498,0.0010165,0.0002947070579405929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,2460069367054819859,"SELECT blocked_activity.pid                     AS blocked_pid,
		blocked_activity.usename                 AS blocked_user,
		blocked.mode                             AS locktype,
		blocking_activity.pid                    AS blocking_pid,
		blocking_activity.usename                AS blocking_user,
		blocking_activity.datname                AS database_name,
		now() - blocking_activity.query_start    AS blocking_duration,
		now() - blocked_activity.query_start     AS blocked_duration,
		blocking_activity.query_start            AS blocking_query_start,
		blocked_activity.query_start             AS blocked_query_start,
		blocked_activity.query                   AS blocked_statement,
		blocking_activity.query                  AS current_statement_in_blocking_process,
		blocked_activity.application_name        AS blocked_application,
		blocking_activity.application_name       AS blocking_application
	FROM pg_catalog.pg_stat_activity AS blocked_activity
	JOIN pg_catalog.pg_stat_activity AS blocking_activity ON blocking_activity.pid = ANY (pg_blocking_pids(blocked_activity.pid))
	JOIN pg_catalog.pg_locks AS blocked ON blocked.pid = blocked_activity.pid
	WHERE NOT blocked.granted",27,50.726897,0.882183,4.269726,1.8787739629629627,0.6496474410970057,27,11717.214020000001,1.089448,792.022187,433.9708896296296,164.82924297749767,161,3047,535,0,365,0,0,0,0,0,0,0,0,0,0,0
10,16385,-1053197692998249427,REVOKE EXECUTE ON FUNCTION pgstattuple(regclass) FROM PUBLIC,0,0,0,0,0,0,1,0.047159,0.047159,0.047159,0.047159,0,0,19,0,4,1,0,0,0,0,0,0,0,0,3,0,282
10,16385,8799823651062408582,"SELECT c.relname AS index_name, r.relname AS table_name, i.indkey AS ind_keys FROM pg_catalog.pg_class c, pg_catalog.pg_namespace n, pg_catalog.pg_index i, pg_catalog.pg_class r WHERE c.relkind = $2 AND c.relnamespace = n.oid AND n.nspname = $1 AND c.oid = i.indexrelid AND r.oid = i.indrelid",80,149.93588,0.694745,5.184814,1.8741985,0.7048401396703371,80,43.49240399999999,0.11168700000000001,3.232286,0.5436550500000001,0.4605469658399375,3392,29830,1530,0,972,0,0,0,0,0,0,0,0,2,0,134
10,13434,-1849589757827694553,SHOW syslog_ident,0,0,0,0,0,0,4,0.009543,0.001899,0.003007,0.00238575,0.0004080388308727492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-6740686666836344412,SELECT ( byname = $7 ),500,2.4550500000000004,0.003414,0.015744,0.0049100999999999945,0.001382427585806939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,5970227849610441265,"COPY (SELECT oid, datname, pg_database_size(oid) AS size, pg_size_pretty(pg_database_size(oid)) AS size_pretty FROM pg_database ORDER BY datname) TO stdout WITH CSV HEADER",1,0.20398,0.20398,0.20398,0.20398,0,1,5.125723000000001,5.125723000000001,5.125723000000001,5.125723000000001,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-196737283078650593,SELECT no_s_dist_06,500,2.7084020000000004,0.001555,0.018504,0.005416803999999995,0.0021357039143064757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-5133820801638620109,"CREATE OR REPLACE FUNCTION pg_relpages(IN relname text)
RETURNS BIGINT
AS '$libdir/pgstattuple', 'pg_relpages_v1_5'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.133454,0.133454,0.133454,0.133454,0,0,39,0,0,0,0,0,0,0,0,0,0,0,8,0,792
16384,16385,-2367397867070468686,SELECT no_s_dist_01,500,2.843827,0.001535,0.016137,0.005687653999999995,0.0018194335234583334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-1368367109486112334,"COPY (SELECT oid, datname, pg_database_size(oid) AS size, pg_size_pretty(pg_database_size(oid)) AS size_pretty FROM pg_database ORDER BY datname) TO stdout WITH CSV HEADER",0,0,0,0,0,0,1,7.080357,7.080357,7.080357,7.080357,0,4,165,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,5871932529255942364,"/* New stuff in 1.2 begins here */

CREATE FUNCTION pgstattuple(IN reloid regclass,
    OUT table_len BIGINT,		-- physical table length in bytes
    OUT tuple_count BIGINT,		-- number of live tuples
    OUT tuple_len BIGINT,		-- total tuples length in bytes
    OUT tuple_percent FLOAT8,		-- live tuples in %
    OUT dead_tuple_count BIGINT,	-- number of dead tuples
    OUT dead_tuple_len BIGINT,		-- total dead tuples length in bytes
    OUT dead_tuple_percent FLOAT8,	-- dead tuples in %
    OUT free_space BIGINT,		-- free space in bytes
    OUT free_percent FLOAT8)		-- free space in %
AS '$libdir/pgstattuple', 'pgstattuplebyid'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.063327,0.063327,0.063327,0.063327,0,0,66,0,0,0,0,0,0,0,0,0,0,0,9,0,1147
16384,16385,958499105865083293,"UPDATE district SET d_ytd = d_ytd + p_h_amount
WHERE d_w_id = p_w_id AND d_id = p_d_id",157092,17253.289521000166,0.019124,11.132097,0.10982920531281073,0.2619933855077497,50978240,45406998.11659822,0.006572,59663.306898999996,0.8907133340929534,36.21992295296473,50978240,1672083490,376945,396224,312219,0,0,0,0,0,0,0,0,62161840,138430,4957536324
10,13434,1310191425066152134,SHOW log_hostname,0,0,0,0,0,0,4,0.0038860000000000006,0.000688,0.001548,0.0009715000000000001,0.0003487122739451538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-7499807972956520069,SELECT $1,4500,19.254122000000013,0.001417,0.027365,0.004278693777777786,0.002304435285946829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-1353683458296545442,SELECT ( no_s_quantity - no_ol_quantity + $23 ),500,2.904390999999998,0.003611,0.012758,0.005808782,0.0016707042283049386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,7054345385559351093,"SELECT COALESCE(d1.datname, $1) AS database_name, d1.numbackends, (
        SELECT COALESCE(count(query)::bigint, $2::bigint)
        FROM pg_catalog.pg_stat_activity
        WHERE datname = d1.datname AND state = $3
    ) AS idle_backends,
    d1.xact_commit, d1.xact_rollback, d1.blks_hit,
    $4::bigint AS blks_icache_hit, d1.blks_read, d1.tup_returned,
    d1.tup_fetched, d1.tup_inserted, d1.tup_updated, d1.tup_deleted
FROM pg_catalog.pg_stat_database d1",4,6.358715,1.494451,1.748128,1.58967875,0.10164988244551731,4,12666.200861999998,12.353451,10078.104358999999,3166.5502154999995,4123.995099851136,20,664,99,0,66,0,0,0,0,0,0,0,0,0,0,0
10,13434,6321497457064599433,SHOW logging_collector,0,0,0,0,0,0,4,0.006831,0.000963,0.00281,0.0017077499999999998,0.0007529645991014451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-881659611999927945,"/* New stuff in 1.2 begins here */

CREATE OR REPLACE FUNCTION pgstattuple(IN reloid regclass,
    OUT table_len BIGINT,		-- physical table length in bytes
    OUT tuple_count BIGINT,		-- number of live tuples
    OUT tuple_len BIGINT,		-- total tuples length in bytes
    OUT tuple_percent FLOAT8,		-- live tuples in %
    OUT dead_tuple_count BIGINT,	-- number of dead tuples
    OUT dead_tuple_len BIGINT,		-- total dead tuples length in bytes
    OUT dead_tuple_percent FLOAT8,	-- dead tuples in %
    OUT free_space BIGINT,		-- free space in bytes
    OUT free_percent FLOAT8)		-- free space in %
AS '$libdir/pgstattuple', 'pgstattuplebyid_v1_5'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.128354,0.128354,0.128354,0.128354,0,0,63,0,0,0,0,0,0,0,0,0,0,0,8,0,1055
10,13434,-7783066797120905754,"SELECT c.relname AS table_name, array_length(array_agg(i.indexrelid), $2) > $3 AS has_primary_key                                                                                                                    FROM
    (SELECT oid AS coid, * FROM pg_catalog.pg_class c WHERE relkind IN ($4, $5)) c
    JOIN pg_catalog.pg_namespace n ON (c.relnamespace = n.oid AND n.nspname = $1)
    LEFT JOIN pg_catalog.pg_index i ON (i.indexrelid = c.coid AND i.indisprimary)
GROUP BY c.relname",76,113.64600999999999,0.692943,7.550715,1.4953422368421057,0.9938585057112516,76,31.088113,0.140278,1.325742,0.4090541184210527,0.16304269960947806,1766,14756,918,0,592,0,0,0,0,0,0,0,0,0,0,0
16384,16385,3571735744658233532,SELECT ( p_c_balance + p_h_amount ),500,2.6708229999999973,0.002464,0.030424,0.005341646,0.002349408106030963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,2650940218892349018,SHOW debug_print_parse,0,0,0,0,0,0,4,0.008535000000000001,0.001379,0.002793,0.0021337500000000002,0.0005022655547616222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-6209476769686484145,"/* New stuff in 1.3 begins here */

CREATE FUNCTION pgstattuple_approx(IN reloid regclass,
    OUT table_len BIGINT,               -- physical table length in bytes
    OUT scanned_percent FLOAT8,         -- what percentage of the table's pages was scanned
    OUT approx_tuple_count BIGINT,      -- estimated number of live tuples
    OUT approx_tuple_len BIGINT,        -- estimated total length in bytes of live tuples
    OUT approx_tuple_percent FLOAT8,    -- live tuples in % (based on estimate)
    OUT dead_tuple_count BIGINT,        -- exact number of dead tuples
    OUT dead_tuple_len BIGINT,          -- exact total length in bytes of dead tuples
    OUT dead_tuple_percent FLOAT8,      -- dead tuples in % (based on estimate)
    OUT approx_free_space BIGINT,       -- estimated free space in bytes
    OUT approx_free_percent FLOAT8)     -- free space in % (based on estimate)
AS '$libdir/pgstattuple', 'pgstattuple_approx'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,4.304997,4.304997,4.304997,4.304997,0,0,71,1,1,0,0,0,0,0,0,0,0,0,9,1,8686
16384,16385,-7018362654235731336,SELECT ( no_s_quantity > no_ol_quantity ),500,2.9940560000000005,0.003853,0.026055,0.0059881120000000055,0.0016469472060318133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-9106152479881144628,"SELECT count(c_id)              FROM customer
WHERE c_last = os_c_last AND c_d_id = os_d_id AND c_w_id = os_w_id",8000,616.9487209999979,0.034713,3.604036,0.07711859012499987,0.07766467299187986,3059529,23492660.680588774,0.010695,49462.794565000004,7.678521981843942,93.56752042209092,3059529,32487290,27551854,4184012,18291966,0,0,0,0,0,0,0,0,3529635,137138,1080010528
10,13434,2240771736783646596,"SELECT usename, usesuper, valuntil, useconfig, now() as capture_time FROM pg_catalog.pg_user",5,5.931576,0.699806,1.51496,1.1863152000000001,0.2788260214165098,5,0.137128,0.022492,0.033767,0.0274256,0.003911258651636325,10,458,52,0,31,0,0,0,0,0,0,0,0,0,0,0
16384,16385,4842004878853658664,"SELECT (p_c_id || $44 || p_c_d_id || $45 || p_c_w_id || $46 || p_d_id || $47 || p_w_id || $48 || TO_CHAR(p_h_amount,$49) || TO_CHAR(tstamp,$50) || h_data)",500,43.35399499999998,0.055626,0.173363,0.08670798999999992,0.02190058348743022,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-1711704223284072097,SELECT no_d_id = $4,5000,17.517615999999983,0.001653,0.024601,0.003503523199999995,0.0021952962412079544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,8345316389165515971,SELECT * FROM pg_catalog.pg_rewrite WHERE ev_class = $1 AND rulename = $2,345,57.571185999999955,0.017294,20.235544,0.16687300289855078,1.0946820859742192,3416,39.28200599999986,0.002117,3.140804,0.011499416276346621,0.06838398409827284,3416,9570,782,2,486,0,0,0,0,0,0,0,0,2,1,3465
10,13434,-7347945839537037552,"SELECT s.schemaname as schema_name, s.relname as table_name, s.seq_scan, s.seq_tup_read, s.idx_scan, s.idx_tup_fetch, s.n_tup_ins, s.n_tup_upd, s.n_tup_del, s.n_tup_hot_upd, s.n_live_tup, s.n_dead_tup, s.last_vacuum, s.last_autovacuum, s.last_analyze, s.last_autoanalyze, i.heap_blks_read, i.heap_blks_hit, i.idx_blks_read, i.idx_blks_hit, i.toast_blks_read, i.toast_blks_hit, c.relpages AS analyze_pages, c.reltuples AS analyze_tuples, now() AS capture_time FROM pg_stat_all_tables s JOIN pg_statio_all_tables i ON s.relid = i.relid JOIN pg_class c ON s.relid = c.oid WHERE c.relkind != $1",4,18.302604000000002,2.479243,5.882103,4.575651000000001,1.3808952994512294,4,10170.023190999998,11.803315999999999,10133.571184999999,2542.50579775,4382.703656574019,416,1231,177,0,119,0,0,0,0,0,0,0,0,0,0,0
10,13434,-1337699404560516801,SELECT nspname FROM pg_namespace nsp JOIN pg_proc pro ON pronamespace=nsp.oid WHERE proname = $1,27,42.80830499999999,1.114783,3.543375,1.5854927777777779,0.4433437463205952,27,3.268781,0.058155,0.6105130000000001,0.12106596296296299,0.11393002681844011,0,3545,235,0,151,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-8318597899616217692,SELECT ( no_s_quantity - no_ol_quantity ),500,1.3520190000000003,0.001804,0.01054,0.0027040380000000032,0.0008422576473716345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13434,-3025636329378158246,SHOW log_filename,0,0,0,0,0,0,4,0.003783,0.000823,0.001199,0.00094575,0.00014818126568497117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
